Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Inspect TypeA,Inspect TypeB,Other TypeA,Other TypeB,Complaint Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343614095,4TH R - HERON,CITY OF SACRAMENTO,"STIRES, JON",(916) 566-1520,5151 BANFIELD DRIVE,SACRAMENTO,CA,95835,SACRAMENTO,3,150,LICENSED,8/24/2006,,7/29/2019,3,0,0,3,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340310092,4TH R - HOLLYWOOD PARK,CITY OF SACRAMENTO,"HOBBS, JAMES",(916) 277-6186,4951 HARTE WAY,SACRAMENTO,CA,95822,SACRAMENTO,3,70,LICENSED,4/30/1993,,7/27/2018,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340311929,4TH R - HUBURT BANCROFT,CITY OF SACRAMENTO,VERONICA GRIFFITH,(916) 277-6100,2929 BELMAR,SACRAMENTO,CA,95826,SACRAMENTO,3,70,LICENSED,1/4/1989,,4/24/2019,3,0,0,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343615334,4TH R - H. ALLEN HIGHT,CITY OF SAC. 4TH  R  PROGRAM,"WINSCOTT, JENNIFER",(916) 566-6422,3200 NORTH PARK DRIVE,SACRAMENTO,CA,95835,SACRAMENTO,3,100,LICENSED,8/5/2008,,12/4/2018,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343605744,4TH R - NATOMAS PARK,"CITY OF SACRAMENTO, THE 4TH R CHILD CARE PROGRAM","TAMSY, TARA",(916) 264-1064,4700 CREST DRIVE,SACRAMENTO,CA,95835,SACRAMENTO,3,100,LICENSED,8/9/2000,,7/27/2018,2,0,2,4,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340311930,4TH R - O.W. ERLEWINE,CITY OF SACRAMENTO,SUZANNE CONTRERAS,(916) 277-6104,2441 STANSBERRY WAY,SACRAMENTO,CA,95826,SACRAMENTO,3,70,LICENSED,1/4/1989,,5/10/2019,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343621995,4TH R - PASO VERDE,"CITY OF SACRAMENTO, 4TH R PROGRAM",JOYCE WENGER JOHNSON,(916) 808-3849,3800 DEL PASO ROAD,SACRAMENTO,CA,95834,SACRAMENTO,3,100,LICENSED,9/13/2017,,12/4/2018,1,0,1,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343604900,4TH R - PHOEBE HEARST,CITY OF SACRAMENTO 4TH R,"NOLLER, CHRISTINE",(916) 277-3840,1410 60TH STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,170,LICENSED,12/16/1999,,7/18/2019,2,0,1,3,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340310095,4TH R - PONY EXPRESS,CITY OF SACRAMENTO,"LEWIS, MATTHEW",(916) 433-6678,1250 56TH AVENUE,SACRAMENTO,CA,95831,SACRAMENTO,3,70,LICENSED,4/30/1993,,5/29/2018,2,0,1,3,0,0,1,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343610711,4TH R - REGENCY PARK,CITY OF SACRAMENTO 4TH  R ,"HOBBS, JAMES",(916) 566-3636,5901 BRIDGECROSS DR.,SACRAMENTO,CA,95835,SACRAMENTO,3,100,LICENSED,3/1/2005,,3/8/2016,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340312840,4TH R - SEQUOIA,CITY OF SACRAMENTO,MICHELE CARTHEN,(916) 277-6105,3333 ROSEMONT DRIVE,SACRAMENTO,CA,95826,SACRAMENTO,3,100,LICENSED,6/1/1990,,2/21/2017,2,1,0,3,0,0,0,0,5/3/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340310097,4TH R - SUTTERVILLE,CITY OF SACRAMENTO,"KAWAHARA, STACY",(916) 277-6103,4967 MONTEREY WAY,SACRAMENTO,CA,95822,SACRAMENTO,3,150,LICENSED,4/30/1987,,8/31/2018,2,2,3,7,0,0,1,1,5/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343606960,4TH R - TWO RIVERS,CITY OF SACRAMENTO 4TH R PROGRAM,JEANINNIE SELF,(916) 277-3849,3201 WEST RIVER DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,100,LICENSED,8/14/2001,,8/9/2019,1,3,4,8,0,0,2,0,12/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343610146,4TH R - WITTER RANCH,CITY OF SACRAMENTO 4TH R,"STEWART, SABRINA",(916) 808-3814,3790 POPPY HILL WAY,SACRAMENTO,CA,95833,SACRAMENTO,3,100,LICENSED,7/27/2004,,3/3/2017,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343620797,ACADEMY OF SCHOLARS,"SACRAMENTO CHINESE COMMUNITY SERVICE CENTER, THE","LUC, DONNA",(916) 433-5432,6870 GREENHAVEN DRIVE,SACRAMENTO,CA,95831,SACRAMENTO,3,75,LICENSED,2/18/2016,,9/24/2018,1,0,1,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343620595,ACADEMY OF SCHOLARS,SACRAMENTO CHINESE COMMUNITY SERVICE CENTER,"RODRIGUEZ, IRIS",(916) 583-0871,6251 13TH STREET,SACRAMENTO,CA,95831,SACRAMENTO,3,75,LICENSED,9/23/2015,,7/20/2018,1,0,1,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343621251,ACADEMY OF SCHOLARS/SCCSC,"SACRAMENTO CHINESE COMMUNITY SERVICE CTR., THE","HOUSTON, ANNA MARIE",(916) 442-4228,520 18TH STREET,SACRAMENTO,CA,95811,SACRAMENTO,3,75,LICENSED,11/18/2016,,12/18/2018,2,1,1,4,1,3,0,0,1/4/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343601112,ACTION DAY LEARNING CENTER,"MILLER, SHARON","CAMPBELL, JOYCE",(916) 985-0976,400 STAFFORD STREET,FOLSOM,CA,95630,SACRAMENTO,3,25,LICENSED,7/24/1995,,8/30/2018,1,5,4,10,0,0,2,1,9/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343601175,ACTION DAY LEARNING CENTER,"MILLER, SHARON","LISH, LORI",(916) 988-9689,6822 KENNETH AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,28,LICENSED,7/24/1995,,12/12/2017,3,0,2,5,0,1,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343601206,ACTION DAY LEARNING CENTER,"MILLER, SHARON","MILLER, SHARON",(916) 988-9633,9371 ELM AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,28,LICENSED,9/28/1995,,2/8/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343604173,AMERICAN RIVER COLLEGE CHILDREN'S CENTER,AMERICAN RIVER COLLEGE,"KIEFER, MICHELLE",(916) 484-8651,4700 COLLEGE OAK DRIVE,SACRAMENTO,CA,95841,SACRAMENTO,3,24,LICENSED,5/7/1999,,4/30/2019,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340319418,ANNA KIRCHGATER SCHOOL-AGE CENTER,CONTINUING DEVELOPMENT INC.,"BALL, SVETLANA",(916) 689-9474,8141 STEVENSON AVENUE,SACRAMENTO,CA,95828,SACRAMENTO,3,70,LICENSED,10/15/1992,,3/27/2019,3,0,2,5,0,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343621867,ART BEAST CHILD DEVELOPMENT CENTER,WAKING THE VILLAGE,"BENTON, MICHAEL",(916) 743-1779,4390 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,30,LICENSED,10/4/2017,,10/4/2017,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603910,ARTHUR BUTLER CDC,CONTINUING DEVELOPMENT INC.,"LLACUNA, AMBER",(916) 689-1330,9180 BROWN ROAD,ELK GROVE,CA,95624,SACRAMENTO,53,70,LICENSED,8/24/1998,,5/28/2019,3,1,2,6,0,0,0,1,7/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340318036,ASSOCIATED STUDENTS CSUS CHILDREN'S CENTER,"ASSOCIATED STUDENTS CSUS CHILDRENS CENTER, INC.","VELTE, SHERRY",(916) 278-6216,6000 J STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,14,CLOSED,1/28/1992,11/28/2017,11/17/2017,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343600608,BANNON CREEK SCHOOL-AGE CHILD DEVELOPMENT CENTER,CONTINUING DEVELOPMENT INC.,"JONES, ERIN",(916) 923-2184,2775 MILLCREEK DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,66,LICENSED,3/31/1995,,1/29/2018,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343601403,BARBARA COMSTOCK MORSE CHILD DEVELOPMENT CENTER,"CONTINUING DEVELOPMENT, INC.",KAMINA STAPLES,(916) 682-5160,7000 CRANLEIGH AVENUE,SACRAMENTO,CA,95823,SACRAMENTO,3,84,LICENSED,8/17/1995,,12/7/2018,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343610871,BELL'S CHILD DEVELOPMENT CENTER,DONNA BELL-DENT,"JACKSON, JOYCE",(916) 422-1012,4390 47TH AVE.,SACRAMENTO,CA,95824,SACRAMENTO,3,30,CLOSED,4/25/2005,8/11/2017,2/9/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343611576,BIG KIDS CLUB NEIGHBORHOOD,CORDOVA NEIGHBORHOOD CHURCH,"SHAW, KIM",(916) 638-1686,10600 COLOMA ROAD,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,43,CLOSED,5/30/2006,4/15/2015,7/12/2010,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343604082,BRIGHTON SCHOOLS-NATOMA STATION,"LEARNING CENTER, THE","WINELAND, DIANE",(916) 985-2222,405 NATOMA STATION DRIVE,FOLSOM,CA,95630,SACRAMENTO,3,138,LICENSED,11/2/1998,,5/13/2019,2,1,10,13,3,1,3,1,5/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340319230,B.J. JORDAN CHILD CARE PROGRAMS - AMERICAN LAKES,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","BORDERS, ROSEMARY",(916) 646-1211,2800 STONECREEK DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,25,CLOSED,5/17/1993,12/1/2015,7/14/2010,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340319228,B.J. JORDAN CHILD CARE PROGRAMS - JEFFERSON CENTER,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","MAYFIELD, SUSAN",(916) 920-8188,2001 PEBBLEWOOD DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,25,CLOSED,1/1/1993,11/17/2014,1/14/2010,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340311587,B.J. JORDAN CHILD CARE PROGRAMS - NORTH HIGHLANDS,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","ECKERLE, PATRICIA",(916) 331-7943,3735 STEPHEN DR.,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,30,CLOSED,9/10/1988,12/8/2015,5/4/2011,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343617316,"CADENCE EDUCATION, INC - EL CAMINO","CADENCE EDUCATION, INC.","SALVINO, DEBI",(916) 481-6144,5739 EL CAMINO AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,27,CLOSED,12/17/2012,6/5/2018,2/29/2016,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343616391,"CADENCE EDUCATION, INC - SKYLAND","CADENCE EDUCATION, LLC","MARTINEZ, SARA",(916) 725-0302,4110 SKYLAND COURT,ANTELOPE,CA,95843,SACRAMENTO,3,45,LICENSED,7/19/2010,,10/4/2018,3,3,5,11,0,0,1,1,10/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343616737,CALVARY CHRISTIAN SCHOOL-AGE CARE,CALVARY EVANGELISM CENTER,"ARRIAGA, SUSAN",(916) 393-3633,4911 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,20,LICENSED,9/26/2011,,4/20/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343620059,CARL SUNDAHL ELEMENTARY SCHOOL-MONTESSORI PROGRAM,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"HIMMRICH, MONIKA",(916) 294-2425,9932 INWOOD ROAD,FOLSOM,CA,95630,SACRAMENTO,3,22,CLOSED,,9/8/2014,,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343610213,CHAMPIONS @ ARLENE HEIN ELEMENTARY,KCE CHAMPIONS LLC,"COOPER, DALLAS",(916) 686-4242,6820 BELLATERRA DR.,ELK GROVE,CA,95758,SACRAMENTO,53,75,LICENSED,8/30/2004,,12/3/2018,3,0,0,3,2,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343611164,CHAMPIONS @ ARNOLD ADREANI ELEMENTARY,KCE CHAMPIONS LLC,"MENDEZ, ESTHER",(916) 405-6094,9927 WILDHAWK WEST DRIVE,SACRAMENTO,CA,95829,SACRAMENTO,3,75,LICENSED,8/25/2005,,8/22/2019,4,0,6,10,0,0,4,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343612109,CHAMPIONS @ CARROLL ELEMENTARY,KCE CHAMPIONS LLC,KINYATA KIDD,(916) 714-2452,10325 STATHOS DRIVE,ELK GROVE,CA,95757,SACRAMENTO,53,50,LICENSED,8/28/2006,,3/7/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343609384,CHAMPIONS @ EDNA BATEY ELEMENTARY,KCE CHAMPIONS LLC,"ESQUIVEL, BRIANA",(916) 714-0110,9421 STONEBROOK DRIVE,ELK GROVE,CA,95624,SACRAMENTO,53,93,LICENSED,8/22/2003,,3/22/2019,3,3,1,7,0,2,0,0,9/29/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343611165,CHAMPIONS @ HELEN CARR CASTELLO ELEMENTARY,KCE CHAMPIONS LLC,CHARMAINE BALAORO,(916) 690-8718,9850 FIRE POPPY DRIVE,ELK GROVE,CA,95757,SACRAMENTO,53,100,LICENSED,8/25/2005,,3/7/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343608259,CHAMPIONS @ IRENE WEST ELEMENTARY,KCE CHAMPIONS LLC,"STEWART, ANNA",(916) 681-5244,8625 SERIO WAY,ELK GROVE,CA,95758,SACRAMENTO,53,50,LICENSED,8/30/2002,,5/30/2019,3,0,1,4,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343604602,CHAMPIONS @ JAMES MCKEE ELEMENTARY,KCE CHAMPIONS LLC,"LONG, ERIN",(916) 714-1195,8701 HALVERSON DRIVE,ELK GROVE,CA,95624,SACRAMENTO,53,45,LICENSED,6/14/1999,,5/10/2018,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603532,CHAMPIONS @ MARENGO RANCH ELEMENTARY,KCE CHAMPIONS LLC,"MCNAIRN, JANET",(209) 745-8737,1000 ELK HILLS DR.,GALT,CA,95632,SACRAMENTO,53,50,LICENSED,3/17/1998,,5/16/2019,2,0,2,4,0,2,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343620594,CHAMPIONS @ MARION MIX,KCE CHAMPIONS LLC,"PEREZ, MELISSA",(916) 430-7422,4730 LAGUNA PARK DR,ELK GROVE,CA,95758,SACRAMENTO,53,60,LICENSED,8/10/2015,,5/31/2019,3,0,1,4,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343610212,CHAMPIONS @ ROY HERBURGER ELEMENTARY,KCE CHAMPIONS LLC,"TOTAH, MANUELA",(916) 682-4788,8670 MARANELLO DR.,ELK GROVE,CA,95624,SACRAMENTO,53,75,LICENSED,8/30/2004,,5/10/2018,3,0,0,3,0,4,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343614708,CHAMPIONS @ SUNRISE ELEMENTARY,KCE CHAMPIONS LLC,"FULTZ, SANDY",(916) 294-0061,11821 COBBLE BROOK DRIVE,RANCHO CORDOVA,CA,95742,SACRAMENTO,3,75,LICENSED,8/24/2007,,8/22/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340313544,CHILDREN'S CHOICE LEARNING CENTER,"BROWNING-WROE,  SUSAN",PENNY WOOD,(916) 723-6932,7312 ANTELOPE ROAD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,45,CLOSED,3/26/1990,12/26/2018,8/21/2017,2,0,0,2,1,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343622419,"CHILDREN'S COURTYARD, THE","CHILDREN'S COURTYARD, INC, THE","MAGUIRE-BALLARD, MONICA",(916) 353-0777,777 LEVY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,28,CLOSED,,9/7/2018,6/13/2018,0,0,2,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343605615,CHILDTIME CHILDREN'S CENTER,"CHILDTIME CHILDCARE, INC.",TRACI MOTE,(916) 648-1061,2555 MILLCREEK DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,28,LICENSED,7/7/2000,,1/17/2019,3,1,4,8,0,2,1,0,12/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343604947,CHILDTIME CHILDREN'S CENTER,"CHILDTIME CHILDCARE, INC.",LAURA SIMMONS,(916) 691-3800,7901 LAGUNA BLVD.,ELK GROVE,CA,95758,SACRAMENTO,53,28,LICENSED,10/26/1999,,9/5/2018,3,1,0,4,0,0,0,0,9/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343601588,"CITRUS HEIGHTS PRESCHOOL, INC.","CITURS HEIGHTS PRESCHOOLS, INC.","NEWTON, PATRICIA",(916) 726-1550,7555 OLD AUBURN,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,45,LICENSED,12/8/1995,,7/19/2018,2,0,0,2,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343617264,CLAIRE'S MONTESSORI,"GHATTAS, CLAIRE","GHATTAS, CLAIRE",(916) 987-1533,7224 BEECH AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,14,CLOSED,8/29/2012,8/26/2016,8/27/2015,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340314838,CORDOVA COMMUNITY PRESCHOOL-SCHOOL AGE,"NEW LIFE CENTER, INC.",MARIA SALGADO,(916) 635-5086,2451 ZINFANDEL DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,28,LICENSED,1/4/1991,,1/25/2019,3,1,2,6,0,0,0,0,10/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343607291,COSUMNES RIVER COLLEGE CHILD DEVELOPMENT CENTER,CONSUMNES RIVER COLLEGE,JENNIFER PATRICK,(916) 691-7380,8401 CENTER PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,3,24,LICENSED,2/28/2002,,11/13/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343623062,"CREATIVE SPIRIT LEARNING, LLC (SA)","CREATIVE SPIRIT LEARNING, LLC","GREEN, AUBREY & BRANN, NIC",(916) 967-7883,10729 FAIR OAKS BLVD,FAIR OAKS,CA,95628,SACRAMENTO,3,15,LICENSED,5/28/2019,,5/22/2019,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343619593,CYRIL SPINELLI CDC,CONTINUING DEVELOPMENT INC.,"MITCHELL, KRYSTLE",(916) 348-7415,3401 SCOTLAND DRIVE,ANTELOPE,CA,95843,SACRAMENTO,3,56,LICENSED,11/12/2013,,1/17/2019,3,0,2,5,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,340312460,DISCOVERY LEARNING CENTER,"DISCOVERY LEARNING CENTER, INC.","CHARLTON, JAMISON",(916) 966-7076,4444 SAN JUAN AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,12,LICENSED,5/16/1990,,8/9/2019,4,0,1,5,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603374,DISCOVERY TREE SCHOOL-TAD LANE,"DISCOVERY TREE SCHOOLS, INC.",MEGHAN MARA,(916) 726-0661,7545 TAD LANE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,35,LICENSED,9/2/1998,,12/4/2018,3,0,2,5,2,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603892,DUDLEY SCHOOL AGE CDC,CONTINUING DEVELOPMENT INC.,STACIE BUCKINGHAM,(916) 331-1356,8000 AZTEC WAY,ANTELOPE,CA,95843,SACRAMENTO,3,100,LICENSED,2/2/1999,,10/24/2018,3,0,3,6,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343620026,EARLY BEGINNINGS LEARNING CENTER,"EARLY BEGINNINGS LEARNING CENTER, LLC","JARAMILLO, PATRICIA",(916) 689-3444,8940 BROWN ROAD,ELK GROVE,CA,95624,SACRAMENTO,53,29,LICENSED,8/12/2014,,10/26/2018,3,0,1,4,0,2,2,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603167,ELITHA DONNER SCHOOL AGE CDC,CONTINUING DEVELOPMENT INC.,NICOLE BRISCOE,(916) 683-5526,9461 SOARING OAKS DRIVE,ELK GROVE,CA,95758,SACRAMENTO,53,98,LICENSED,8/25/1997,,7/30/2019,3,4,0,7,0,0,0,0,8/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHOOL AGE DAY CARE CENTER,343603166,ELK GROVE SCHOOL AGE CDC,CONTINUING DEVELOPMENT INC.,"EDWARDS, DORIS",(916) 686-6495,9373 CROWELL DRIVE,ELK GROVE,CA,95624,SACRAMENTO,53,70,LICENSED,8/6/1997,,3/2/2018,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
